ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	Target	Nontarget	FontStyle	RunTrialNumber[Session]	TrialsPerRun[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	ConsecNonResp[Session]	StimuliDir	ACC_2_Back_Body	Avg_RT_For_Correct_Trials_2_Back_Body	ACC_0_Back_Body	Avg_RT_For_Correct_Trials_0_Back_Body	ACC_2_Back_Face	Avg_RT_For_Correct_Trials_2_Back_Face	ACC_0_Back_Face	Avg_RT_For_Correct_Trials_0_Back_Face	ACC_2_Back_Place	Avg_RT_For_Correct_Trials_2_Back_Place	ACC_0_Back_Place	Avg_RT_For_Correct_Trials_0_Back_Place	ACC_2_Back_Tools	Avg_RT_For_Correct_Trials_2_Back_Tools	ACC_0_Back_Tools	Avg_RT_For_Correct_Trials_0_Back_Tools	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	SessionSelectionList	Procedure[Block]	Stimulus[Block]	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Running[Block]	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	Cue2Back.OnsetDelay	Cue2Back.OnsetTime	Cue2Back.DurationError	Cue2Back.OnsetToOnsetTime	Run1Block1	TargetType	CorrectResponse	StimType	BlockType	RunTrialNumber[Block]	TrialsPerRun[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ConsecNonResp[Block]	ControlAcc	ConsecSameResp	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	Stim.OnsetDelay	Stim.OnsetTime	Stim.DurationError	Stim.RTTime	Stim.ACC	Stim.RT	Stim.RESP	Stim.CRESP	Stim.OnsetToOnsetTime	Fix.OnsetDelay	Fix.OnsetTime	Fix.DurationError	Fix.OnsetToOnsetTime	CueTarget.OnsetDelay	CueTarget.OnsetTime	CueTarget.DurationError	CueTarget.OnsetToOnsetTime	Run1Block2	Fix15sec.OnsetDelay	Fix15sec.OnsetTime	Fix15sec.DurationError	Fix15sec.OnsetToOnsetTime	Run1Block3	Run1Block4	Run1Block5	Run1Block6	Run1Block7	Run1Block8	Block	Procedure[Trial]	Stimulus[Trial]	ReadyList	Running[Trial]	ReadyList.Cycle	ReadyList.Sample	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	Trial
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	119	16147	-999999	0	32	69618	-999999	0																																																	1	InitialTR	4	1	ReadyList	1	1	15	82266	-16	84250	0	1
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	119	16147	-999999	0	32	69618	-999999	0																																																	1	InitialTR	3	2	ReadyList	1	2	14	84265	-15	86250	0	2
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	119	16147	-999999	0	32	69618	-999999	0																																																	1	InitialTR	2	3	ReadyList	1	3	13	86264	-14	88250	0	3
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	1	TRSyncPROC	""	1	2	1	SessionSelectionList	119	16147	-999999	0	32	69618	-999999	0																																																	1	InitialTR	1	4	ReadyList	1	4	12	88263	-13	90250	0	4
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	2	Cue2BackPROC	""	1	2	2	SessionSelectionList									12	90263	-13	0																																													2												
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	3	TrialsPROC	BP_002_BP10_BA.png	1	2	3	SessionSelectionList													1	nonlure	3	Body	2-Back	2	80	1	0	0	0	1	52	94887	3	14	84	92835	-1	93657	1	822	3	3	2052	66	94901	-67	0																3												
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	3	TrialsPROC	BP_001_BP1_BA.png	1	2	4	SessionSelectionList													2	nonlure	3	Body	2-Back	3	80	2	0	0	0	2	39	97446	3	14	72	95407	-1	96405	1	998	3	3	2039	53	97460	-54	0																4												
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	3	TrialsPROC	BP_006_BP2_BA.png	1	2	5	SessionSelectionList													3	nonlure	3	Body	2-Back	4	80	3	0	0	0	3	39	100005	2	14	59	97966	-1	99097	1	1131	3	3	2039	53	100019	-54	0																5												
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	3	TrialsPROC	BP_001_BP1_BA.png	1	2	6	SessionSelectionList													4	target	2	Body	2-Back	5	80	4	0	0	0	1	39	102577	2	14	72	100538	-1	101915	1	1377	2	2	2039	53	102591	-54	0																6												
WM080112	131722_fnca	1	1	1	-1345297175	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	0.9	1048.22222222222	0.9	1080	0.8	879.125	1	822.3	1	890.5	1	846.8	0.6	1296.33333333333	0.7	707.142857142857	13	375691	2	375679	27	40	375718	-999999	375694	0	3	TrialsPROC	BP_005_BP19_BA.png	1	2	7	SessionSelectionList													5	nonlure	3	Body	2-Back	6	80	5	0	0	0	1	39	105136	2	14	59	103097	-1	104017	1	920	3	3	2039	53	105150	-54	0																7												
